,Open,High,Low,Close,Volume
2024-01-01 01:21:00,149.24918195077936,149.2493138502434,149.24023750020447,149.24052834381783,4667931
2024-01-01 01:22:00,149.252874059195,149.35182906963547,149.25270113515504,149.3510539912817,9702899
2024-01-01 01:23:00,149.35265458526172,149.35313687167795,149.31244107616251,149.31259986195008,9237783
2024-01-01 01:24:00,149.29649630781034,149.29719640404005,149.25187641786803,149.25249161638703,9449239
2024-01-01 01:25:00,149.25683433748156,149.2569338441661,149.21511612668246,149.21530115190825,4256389
2024-01-01 01:26:00,149.2077358069303,149.28431483756995,149.20706921572284,149.28385385490057,3237877
2024-01-01 01:27:00,149.28049716182855,149.30881343372053,149.28031748187647,149.30865227707199,7023932
2024-01-01 01:28:00,149.29478460767925,149.2952152613737,149.26927587799244,149.2693662218399,9673820
2024-01-01 01:29:00,149.27832556273938,149.30822681636576,149.27796402704757,149.30793952668387,7981603
2024-01-01 01:30:00,149.32224221282095,149.3222836940539,149.3154416255409,149.31545555917035,9389178
2024-01-01 01:31:00,149.32005197226414,149.38866585666688,149.3197233408764,149.38804420167943,5038386
2024-01-01 01:32:00,149.41894102601017,149.41957435655993,149.33546975847656,149.33587996135654,9470344
2024-01-01 01:33:00,149.3343568142805,149.33460182932163,149.31143467109757,149.31169192416124,2761428
2024-01-01 01:34:00,149.29911342002762,149.2993054955076,149.28235204752008,149.28269952041376,5233225
2024-01-01 01:35:00,149.27374521532647,149.2750569099861,149.1724362045137,149.1737444831588,7826045
2024-01-01 01:36:00,149.15049147386887,149.1963233264348,149.15023381316612,149.19611763931593,8726974
2024-01-01 01:37:00,149.18170853738525,149.21594477193162,149.1815978024604,149.2158813542331,8574277
2024-01-01 01:38:00,149.2078449796996,149.21655764966377,149.20784208361482,149.2165553803347,5904665
2024-01-01 01:39:00,149.21040051060265,149.21053249432495,149.1992468431225,149.19934874622655,1441575
2024-01-01 01:40:00,149.18832742765943,149.18881677609733,149.09300748804378,149.09406100814152,8657295
2024-01-01 01:41:00,149.0981226493748,149.09826096236617,149.06269424071525,149.06300437868322,5263495
2024-01-01 01:42:00,149.0692272387344,149.06927870434598,149.03772137024066,149.03776550030318,1540635
2024-01-01 01:43:00,149.05404201578042,149.05423864022168,148.97823728764175,148.97828777375773,6888527
2024-01-01 01:44:00,148.97012517434945,148.97014586919428,148.9664487458008,148.96658367600048,1022053
2024-01-01 01:45:00,148.94668379013947,148.9972183067532,148.94646840486334,148.99699160629018,7228412
2024-01-01 01:46:00,149.00778102317517,149.1390646092512,149.00734019918468,149.13782555554505,4728704
2024-01-01 01:47:00,149.13171386890411,149.15128700349723,149.13171098487132,149.15116285203348,6648400
2024-01-01 01:48:00,149.16284673829395,149.1707896413163,149.16275463560257,149.17069205312606,5823408
2024-01-01 01:49:00,149.15911827469424,149.16552011229027,149.15910301151726,149.1654647358985,3472843
2024-01-01 01:50:00,149.16664260675546,149.16793870786404,149.02114812007932,149.02268576554087,6371271
2024-01-01 01:51:00,149.04680937371552,149.04682398294977,149.02103323001316,149.02104107761784,9331583
2024-01-01 01:52:00,149.0272377693408,149.02729011147153,149.0258436653679,149.02586273581952,9339487
2024-01-01 01:53:00,149.04931544575342,149.2106781654918,149.0485682870487,149.2097429921126,9913610
2024-01-01 01:54:00,149.21655722218347,149.21664348738835,149.19557857973427,149.19573219332153,2293041
2024-01-01 01:55:00,149.1969193965024,149.218772707144,149.1966428608524,149.21857020041455,8684504
2024-01-01 01:56:00,149.22989326985584,149.22989623324258,149.21631965762828,149.2163266364264,7944940
2024-01-01 01:57:00,149.22912788755997,149.2301254668648,149.12899976703017,149.1294829505808,3211464
2024-01-01 01:58:00,149.13773830437535,149.2151517757274,149.1372359309734,149.21504925428013,3694322
2024-01-01 01:59:00,149.2037242692582,149.27208868960702,149.20366711836652,149.27150431939205,7659942
2024-01-01 02:00:00,149.25689450769457,149.33156052338327,149.25655415456265,149.330901907017,3579952
2024-01-01 02:01:00,149.31887934806656,149.31918450503562,149.2632823970354,149.26336353568652,3376807
2024-01-01 02:02:00,149.26617678828998,149.36977425108435,149.265040426016,149.36842070974816,7870332
2024-01-01 02:03:00,149.34586546264407,149.34716943415762,149.26361071255772,149.26409208990728,1238274
2024-01-01 02:04:00,149.26080024605267,149.30835595805,149.26046695518218,149.30826068455175,3174719
2024-01-01 02:05:00,149.32444865995728,149.4732080635813,149.32226513726997,149.4721605896707,2442970
2024-01-01 02:06:00,149.47530403465075,149.47597335518003,149.39843553206035,149.3985085325345,4344742
2024-01-01 02:07:00,149.4056137528348,149.40578453534135,149.3565375411638,149.35658606256177,6158122
2024-01-01 02:08:00,149.3304950248951,149.36441043540188,149.33044792097303,149.36441028575095,2133303
2024-01-01 02:09:00,149.36823656289616,149.36873448250353,149.327052111054,149.32719505093178,6615780
2024-01-01 02:10:00,149.34501442946564,149.34544786222054,149.21155838220724,149.21180526899,1477900
2024-01-01 02:11:00,149.20415765499885,149.21736999953006,149.20409080650384,149.21731148474512,7584746
2024-01-01 02:12:00,149.2053513055375,149.20638199476895,149.13820290975121,149.1384484451787,5786852
2024-01-01 02:13:00,149.13327055965848,149.17421469381878,149.1328538929808,149.17416065295924,4627164
2024-01-01 02:14:00,149.18565903037884,149.18624047110663,149.1058327760265,149.10598335047024,4230794
2024-01-01 02:15:00,149.0806069699129,149.2230842266911,149.07990175555983,149.22193826395306,3316722
2024-01-01 02:16:00,149.21356186956803,149.21433134358261,149.16386236028578,149.1639049416011,7685873
2024-01-01 02:17:00,149.1598058831147,149.15996516534676,149.14019373666915,149.14029375576447,5950857
2024-01-01 02:18:00,149.10746434593864,149.20196683941376,149.10674789456374,149.2013695637041,2832572
2024-01-01 02:19:00,149.20386973263243,149.20488169612258,149.10958922129217,149.10996110560453,1469303
2024-01-01 02:20:00,149.12729155394237,149.12742983789548,149.12721769386107,149.12733696801484,3035936
2024-01-01 02:21:00,149.10038904091311,149.22648533822397,149.09997834352774,149.22522295022134,1855056
2024-01-01 02:22:00,149.22112156509442,149.2212786130413,149.1048644557563,149.10570831259832,1041456
2024-01-01 02:23:00,149.1028717130127,149.11998229283952,149.1027194876661,149.1198998213571,7562264
2024-01-01 02:24:00,149.09756991163607,149.13990265766603,149.097456662762,149.13970622070065,3542902
2024-01-01 02:25:00,149.1211793923939,149.1990488462052,149.12113837891536,149.19843922907378,3203381
2024-01-01 02:26:00,149.1816456450108,149.18166142986587,149.10562001564,149.1065994179325,5860378
2024-01-01 02:27:00,149.0902540494471,149.0905637186385,149.00736763460753,149.00859348139903,5835528
2024-01-01 02:28:00,149.00758213948657,149.0483752239567,149.00720747039816,149.0479215243525,8293646
2024-01-01 02:29:00,149.0862565799768,149.0865520262766,149.070205673981,149.07049825014397,5900367
2024-01-01 02:30:00,149.0369658484712,149.089671313333,149.03675780497554,149.0896160981035,7641164
2024-01-01 02:31:00,149.0808732571613,149.1161306697281,149.0807304985599,149.11589235408815,6365064
2024-01-01 02:32:00,149.10665056669205,149.10727837499516,149.06558452295823,149.06564451049098,9949160
2024-01-01 02:33:00,149.07820026988304,149.083626784161,149.0781629572441,149.08341126613823,1349001
2024-01-01 02:34:00,149.08375707969932,149.10582636729006,149.08357181770862,149.10571665693246,3866548
2024-01-01 02:35:00,149.08587508270585,149.0862992724833,149.05287123765683,149.05292203705326,3557359
2024-01-01 02:36:00,149.02045879159468,149.1928612422772,149.01871502691063,149.19243674657184,6191375
2024-01-01 02:37:00,149.19397131876005,149.22826076338868,149.19381431817447,149.2282514485756,6593489
2024-01-01 02:38:00,149.23048005180115,149.23122417174557,149.1395089397536,149.13983503526524,3661234
2024-01-01 02:39:00,149.14340883611925,149.18931621128723,149.1428062427876,149.1892685432543,4699253
2024-01-01 02:40:00,149.20020492645972,149.201132313133,149.1169647742812,149.117040021692,4259470
2024-01-01 02:41:00,149.08881571235327,149.17651586576838,149.08867315446028,149.1762041377898,8143182
2024-01-01 02:42:00,149.1808508401837,149.26377850911857,149.17973472059225,149.26310501068028,3592650
2024-01-01 02:43:00,149.250394660538,149.25089944145242,149.20206591391118,149.20234291020935,8539111
2024-01-01 02:44:00,149.20243650716935,149.27553157347242,149.2020148965583,149.27470137958392,9402025
2024-01-01 02:45:00,149.2668415935481,149.30632536549098,149.26673021082428,149.3060029594413,2980285
2024-01-01 02:46:00,149.29818565563383,149.3685038203262,149.298015036513,149.36786801287062,9444051
2024-01-01 02:47:00,149.36215540294498,149.51182231236547,149.36038187610583,149.51002696328786,1215189
2024-01-01 02:48:00,149.48048433066333,149.49223479899192,149.48039883568117,149.49218542554925,7214447
2024-01-01 02:49:00,149.49269224477476,149.49303628833903,149.43567913183782,149.4363519769909,9386815
2024-01-01 02:50:00,149.41856295805243,149.41938388595398,149.37005868657857,149.3703972665276,8387151
2024-01-01 02:51:00,149.38479518269466,149.38544778423596,149.3099763044541,149.30997926229634,9160132
2024-01-01 02:52:00,149.30967916787534,149.30970164256456,149.3047073469262,149.30473696405397,9077504
2024-01-01 02:53:00,149.29449391620213,149.33073461649596,149.2942699763408,149.33072146471582,7818514
2024-01-01 02:54:00,149.32150458970696,149.351974919544,149.32148974131508,149.35190045792478,2242185
2024-01-01 02:55:00,149.36217486760114,149.41490428848329,149.3617719011548,149.41419398927889,2348668
2024-01-01 02:56:00,149.4050351491383,149.41569970547735,149.40501554972323,149.415691366048,1113612
2024-01-01 02:57:00,149.40669737155244,149.52523710865498,149.40644503953675,149.52481080293418,1443318
2024-01-01 02:58:00,149.51534242245535,149.5154401225298,149.50532226421967,149.5055568362848,7003223
2024-01-01 02:59:00,149.48537697885075,149.71198082336755,149.48524480086658,149.7094323762156,2707542
2024-01-01 03:00:00,149.7359035383365,149.75693866695948,149.7355454051008,149.75680558972962,1604502
2024-01-01 03:01:00,149.75018860133994,149.75053115047248,149.6926135026321,149.69316522904347,6362606
2024-01-01 03:02:00,149.69482512240612,149.69556759794722,149.61287884468942,149.61355757733594,5489473
2024-01-01 03:03:00,149.6041520566291,149.65040667679656,149.6040889934937,149.65019747973443,5244677
2024-01-01 03:04:00,149.64604448294784,149.64624926566472,149.63392499260098,149.63402767764904,9384907
2024-01-01 03:05:00,149.65034053201668,149.688360040248,149.65011687285963,149.68800081915018,1146083
2024-01-01 03:06:00,149.6768027187168,149.72436706280487,149.67638589679012,149.72397676687078,1884315
2024-01-01 03:07:00,149.71908568509872,149.71912269283575,149.7190348499961,149.71908472934652,9288790
2024-01-01 03:08:00,149.72095250636448,149.72106706954963,149.65606527849675,149.65625719550448,6301146
2024-01-01 03:09:00,149.6537152486919,149.6543886619836,149.54345912988265,149.5434698263847,6360727
2024-01-01 03:10:00,149.56794620369425,149.56830584858378,149.51049357563312,149.51065150761508,8307661
2024-01-01 03:11:00,149.53995316209563,149.57585022368357,149.53912715677717,149.57524312339766,9901813
2024-01-01 03:12:00,149.58198317903998,149.59194700720988,149.58189453112448,149.59182916914276,6168660
2024-01-01 03:13:00,149.59383618910093,149.59420530438044,149.49907397290875,149.4992305378241,9667696
2024-01-01 03:14:00,149.50563421852218,149.51290837235197,149.5055686844854,149.51275591845248,1172236
2024-01-01 03:15:00,149.5070929757523,149.54222226958126,149.5068564413505,149.5421440665171,4353543
2024-01-01 03:16:00,149.57328861551014,149.57334177484145,149.4762813264033,149.476643420957,1946219
2024-01-01 03:17:00,149.44384252835997,149.48884262359272,149.4437087301549,149.48872163316636,6428203
2024-01-01 03:18:00,149.51263191977907,149.51268292231705,149.49366193366498,149.49366450037698,3034987
2024-01-01 03:19:00,149.49613718030696,149.49719821146095,149.40787851185516,149.40882619506357,7720481
2024-01-01 03:20:00,149.38817763279164,149.43646043451,149.38806672258158,149.43615224468786,3860713
2024-01-01 03:21:00,149.42044321704654,149.47874335618945,149.4204255446821,149.47865383912,3053398
2024-01-01 03:22:00,149.44080929219757,149.56123757148708,149.44054664278565,149.56020437461873,4353212
2024-01-01 03:23:00,149.5568077725249,149.6406011400175,149.55619213595648,149.63961513565204,8246134
2024-01-01 03:24:00,149.6374938810693,149.63840739320509,149.53590041881077,149.5371488304095,6550957
2024-01-01 03:25:00,149.5550264659207,149.5550625348017,149.46746858596674,149.46764221407938,9401752
2024-01-01 03:26:00,149.44493853090611,149.50718366921558,149.44453729872566,149.50674869747465,5188433
2024-01-01 03:27:00,149.48821640475467,149.5460535642407,149.48821627893392,149.54577501275426,4575589
2024-01-01 03:28:00,149.52330021776234,149.58503511022536,149.52319123561588,149.58490885033387,1366099
2024-01-01 03:29:00,149.59617886851126,149.87476933157342,149.59543938684413,149.87368948475805,4158546
2024-01-01 03:30:00,149.86447916527374,149.91739192962274,149.86397770386395,149.91709981373768,4182608
2024-01-01 03:31:00,149.91441253435167,150.00326067379598,149.9135572151852,150.00285294416625,2895117
2024-01-01 03:32:00,150.00120283030176,150.0755706071502,150.00041668019344,150.07504057660947,8306269
2024-01-01 03:33:00,150.07263308208354,150.12458525051653,150.0719835152572,150.12455880840733,9312111
2024-01-01 03:34:00,150.16210346679495,150.16222108334372,150.1014899523828,150.10153664192262,4564074
2024-01-01 03:35:00,150.0830376596422,150.15959305715188,150.08258727364714,150.15914343077333,5352092
2024-01-01 03:36:00,150.17344551813792,150.17378613750637,150.10112991387956,150.10176886191806,1758641
2024-01-01 03:37:00,150.09628653023984,150.09640919763928,150.0844955907569,150.0846469880238,1293441
2024-01-01 03:38:00,150.05956529548763,150.05993896924434,150.0486904979609,150.04887867961625,7572662
2024-01-01 03:39:00,150.03428245712033,150.05576311797014,150.0342477382438,150.05567858657787,2602356
2024-01-01 03:40:00,150.06178018110523,150.23169780867997,150.06173291940848,150.23000279459828,5805453
2024-01-01 03:41:00,150.22904772930133,150.23067989425977,150.08942745316864,150.09040731648986,6964617
2024-01-01 03:42:00,150.0686302806735,150.14322077895037,150.0682939731473,150.1425743869545,6080844
2024-01-01 03:43:00,150.12687653809684,150.12816383343497,150.02177941879452,150.02217550046268,1594173
2024-01-01 03:44:00,150.021781530329,150.02219802398926,149.98702592730268,149.98744761165884,9988087
2024-01-01 03:45:00,149.98791994556333,150.07053056724018,149.98706517218648,150.06978715049596,1047674
2024-01-01 03:46:00,150.08014307146857,150.08015267769983,150.07524478273618,150.07528884601595,2653279
2024-01-01 03:47:00,150.07524703337964,150.07541250801836,149.99490341174211,149.99509889469792,9693879
2024-01-01 03:48:00,149.98710279994089,149.9873605899196,149.9418316045732,149.94213698386667,6075765
2024-01-01 03:49:00,149.93211870421896,149.99412094813746,149.9319929194107,149.9937740256109,1203265
2024-01-01 03:50:00,149.99667459699222,149.99708852767955,149.9392292374723,149.9396889112365,3342517
2024-01-01 03:51:00,149.9643321214955,149.9644078686489,149.95643695307047,149.95660963796328,9788064
2024-01-01 03:52:00,149.96247485899926,149.96249859787332,149.96069591581363,149.96072247512305,5302193
2024-01-01 03:53:00,149.97850999834785,149.97870900648402,149.91250909861196,149.91256420243514,9274176
2024-01-01 03:54:00,149.93565559418687,150.07416382339696,149.9336676109885,150.07396801155053,3130047
2024-01-01 03:55:00,150.062654503677,150.12247035930787,150.06227334698255,150.12224087183657,7648987
2024-01-01 03:56:00,150.1279853526991,150.12966961516852,149.97085211159572,149.97094011896021,3832440
2024-01-01 03:57:00,149.97708050709633,149.98563428371804,149.9770410457192,149.98563248785487,9993349
2024-01-01 03:58:00,149.98148280878758,149.9821083462701,149.93631723124955,149.9367173315353,9550323
2024-01-01 03:59:00,149.93389548594897,150.00136400119547,149.93368451685356,150.001339700394,9155691
2024-01-01 04:00:00,149.99978588371536,150.00047601555136,149.9422946379754,149.94262026460203,9674003
2024-01-01 04:01:00,149.94889926117037,149.948942143984,149.93472108906644,149.9347411912686,4956398
2024-01-01 04:02:00,149.93804850483278,149.973590733751,149.93758114211408,149.97332458907127,4809601
2024-01-01 04:03:00,149.9832158017878,150.03976816087197,149.98310857210745,150.038973697607,6928465
2024-01-01 04:04:00,150.06547825936158,150.06611404775438,149.94861338310398,149.94966041374218,1106371
2024-01-01 04:05:00,149.94199814848758,149.94202102701857,149.92522582765858,149.9253161406971,1556010
2024-01-01 04:06:00,149.88703196765013,149.89060168697316,149.8865923880399,149.89045075784588,3877309
2024-01-01 04:07:00,149.88564849174838,149.8860804407378,149.84212310176616,149.84222745821214,5271988
2024-01-01 04:08:00,149.81556454828373,149.976104240502,149.81425336363205,149.97524062225318,3152581
2024-01-01 04:09:00,149.98015697671698,150.0066338826746,149.9801045761852,150.0063562631312,4748453
2024-01-01 04:10:00,150.02064404090567,150.02182709565852,149.91237030659758,149.91253614111866,2223901
2024-01-01 04:11:00,149.9014352661359,149.98295464351844,149.90076721283157,149.9820883587476,3511076
2024-01-01 04:12:00,149.99505917628247,150.14359443921546,149.99459208994267,150.14198712881085,9238885
2024-01-01 04:13:00,150.17328742286952,150.22105795687423,150.17317903614605,150.22025519217013,4959781
2024-01-01 04:14:00,150.20511431696028,150.20656672633083,150.10555486361375,150.10689839171235,6734203
2024-01-01 04:15:00,150.11870289144824,150.11894859359094,150.071101741582,150.07132065264705,2925238
2024-01-01 04:16:00,150.0629234676471,150.16755426669022,150.06218148175898,150.16715268616656,8143010
2024-01-01 04:17:00,150.1580289986143,150.15846780815713,150.1143026533603,150.1147903453866,8421789
2024-01-01 04:18:00,150.1383310830498,150.1491999727813,150.13830748308843,150.14887702285793,5299689
2024-01-01 04:19:00,150.14691118659664,150.2080161618468,150.1467214023949,150.2078101662393,6572931
2024-01-01 04:20:00,150.224757208958,150.22519990510577,150.1381624986594,150.1389753049435,5233454
2024-01-01 04:21:00,150.1596714725674,150.15967622474707,150.13526728277063,150.13529064918916,4660171
2024-01-01 04:22:00,150.12520888115222,150.12841280610093,149.89027408931452,149.89276320839892,6566286
2024-01-01 04:23:00,149.89287356966526,149.89311043376168,149.81636241526465,149.81677765497406,9498364
2024-01-01 04:24:00,149.79462654120277,149.7988381575529,149.79443990014008,149.79864937250824,1481588
2024-01-01 04:25:00,149.77273027049964,149.77335125569428,149.70523676378855,149.7059853464842,6455353
2024-01-01 04:26:00,149.72595441447118,149.82989274307826,149.72515522500802,149.82897281301817,6523849
2024-01-01 04:27:00,149.80921084349083,149.81036448472275,149.72186574627088,149.72263475296373,8432843
2024-01-01 04:28:00,149.72293579228324,149.7229920677965,149.690166188481,149.69049511684238,4539961
2024-01-01 04:29:00,149.6762567909073,149.70115927864046,149.67624085639395,149.70108592367822,1151957
2024-01-01 04:30:00,149.6959688139099,149.81113077969528,149.69570224243998,149.8097745594947,1101351
2024-01-01 04:31:00,149.8013223492435,149.80186836626785,149.70190118781454,149.70303359831576,5240564
2024-01-01 04:32:00,149.68066739931916,149.7914484537679,149.68046690953878,149.7909127168626,3500628
2024-01-01 04:33:00,149.7919368607896,149.79250026804925,149.79192392106364,149.79249714862544,7739618
2024-01-01 04:34:00,149.7663363874243,149.76688547146915,149.7191132080064,149.71980685980853,1702022
2024-01-01 04:35:00,149.71381956488028,149.75564697480354,149.71335968086532,149.75522350492895,4092049
2024-01-01 04:36:00,149.7440642283297,149.77113597953462,149.74404111339703,149.77095543372624,7066330
2024-01-01 04:37:00,149.7693833223411,149.76938880735608,149.72657717373266,149.726837803219,2241954
2024-01-01 04:38:00,149.73601292521624,149.73601665333197,149.7328520607504,149.73289607369557,3464991
2024-01-01 04:39:00,149.727757151958,149.7279865704851,149.70455962689823,149.70488469001364,9421100
2024-01-01 04:40:00,149.6736593583583,149.7143028077019,149.67360522396325,149.7142202556115,8560147
2024-01-01 04:41:00,149.71552301606263,149.76481858931336,149.71549132632626,149.7646270066634,3206167
2024-01-01 04:42:00,149.74910924110517,149.88530432559224,149.74773113814248,149.88423645657616,1241495
2024-01-01 04:43:00,149.8901505885607,149.89119727265413,149.79119902323265,149.7923204555995,4149415
2024-01-01 04:44:00,149.78594296360274,149.95349633176758,149.78400453058455,149.9529274555773,3555003
2024-01-01 04:45:00,149.96126396039412,149.96136197951137,149.8073365587572,149.80742171814998,1858095
